Date,Calibre Index Fund,"""Nasdaq Composite, x""","""Nasdaq Composite, y""","""MSCI EAFE Index Fund (ETF), x""",MSCI EAFE Index Fund (ETF),"""Dow Jones Industrial Average, y""","""S&amp;P 500 Index, y"""
2020-01-02,189.850006,,,2015-01-07,59.13,17832.990234,2058.199951
2020-01-05,186.389999,,,2015-01-08,59.93,17501.650391,2020.5799559999998
2020-01-06,184.729996,,,2015-01-09,59.64,17371.640625,2002.609985
2020-01-07,186.940002,,,2015-01-12,59.5,17584.519531,2025.9000239999998
2020-01-08,190.279999,,,2015-01-13,59.8,17907.869141,2062.139893
2020-01-09,188.679993,,,2015-01-14,59.63,17737.369141,2044.810059
2020-01-12,187.149994,,,2015-01-15,60.01,17640.839844,2028.2600100000002
2020-01-13,186.690002,,,2015-01-16,60.79,17613.679688,2023.030029
2020-01-14,185.610001,,,2015-01-20,61.0,17427.089844,2011.27002
2020-01-15,183.899994,,,2015-01-21,61.48,17320.710938,1992.6700440000002
2020-01-16,186.369995,,,2015-01-22,61.71,17511.570313,2019.4200440000002
2020-01-20,186.66000400000001,,,2015-01-23,61.36,17515.230469,2022.550049
2020-01-21,187.559998,,,2015-01-26,62.2,17554.279297,2032.119995
2020-01-22,190.429993,,,2015-01-27,62.29,17813.980469,2063.149902
2020-01-23,189.380005,,,2015-01-28,61.36,17672.599609,2051.820068
2020-01-26,189.869995,,,2015-01-29,62.2,17678.699219,2057.090088
2020-01-27,187.330002,,,2015-01-30,61.22,17387.210938,2029.550049
2020-01-28,184.809998,,,2015-02-02,61.96,17191.369141,2002.160034
2020-01-29,186.58999599999999,,,2015-02-03,62.95,17416.849609,2021.25
2020-01-30,184.169998,,,2015-02-04,62.43,17164.949219,1994.9899899999998
2020-02-02,186.559998,,,2015-02-05,63.29,17361.039063,2020.8499760000002
2020-02-03,189.25,,,2015-02-06,62.5,17666.400391,2050.030029
2020-02-04,188.520004,,,2015-02-09,62.2,17673.019531,2041.5100100000002
2020-02-05,190.5,,,2015-02-10,62.77,17884.880859,2062.52002
2020-02-06,189.899994,,,2015-02-11,62.43,17824.289063,2055.469971
2020-02-09,189.100006,,,2015-02-12,63.4,17729.210938,2046.7399899999998
2020-02-10,191.119995,,,2015-02-13,63.82,17868.759766,2068.590088
2020-02-11,191.179993,,,2015-02-17,63.97,17862.140625,2068.530029
2020-02-12,193.070007,,,2015-02-18,64.35,17972.380859,2088.47998
2020-02-13,193.880005,,,2015-02-19,64.43,18019.349609,2096.98999
2020-02-17,194.21000700000002,,,2015-02-20,65.03,18047.580078,2100.340088
2020-02-18,194.16000400000001,,,2015-02-23,64.8,18029.849609,2099.679932
2020-02-19,193.990005,,,2015-02-24,65.2,17985.769531,2097.449951
2020-02-20,195.199997,,,2015-02-25,65.25,18140.439453,2110.300049
2020-02-23,195.139999,,,2015-02-26,65.07,18116.839844,2109.659912
2020-02-24,195.679993,,,2015-02-27,65.1,18209.189453,2115.47998
2020-02-25,195.559998,,,2015-03-02,65.2,18224.570313,2113.860107
2020-02-26,195.309998,,,2015-03-03,64.8,18214.419922,2110.73999
2020-02-27,194.729996,,,2015-03-04,64.54,18132.699219,2104.5
2020-03-02,195.929993,,,2015-03-05,64.69,18288.630859,2117.389893
2020-03-03,195.03999299999998,,,2015-03-06,63.81,18203.369141,2107.780029
2020-03-04,194.229996,,,2015-03-09,63.91,18096.900391,2098.530029
2020-03-05,194.470001,,,2015-03-10,62.52,18135.720703,2101.040039
2020-03-06,191.729996,,,2015-03-11,62.68,17856.779297,2071.26001
2020-03-09,192.509995,,,2015-03-12,63.46,17995.720703,2079.429932
2020-03-10,189.25,,,2015-03-13,63.09,17662.939453,2044.160034
2020-03-11,188.919998,,,2015-03-16,63.8,17635.390625,2040.2399899999998
2020-03-12,191.350006,,,2015-03-17,63.64,17895.220703,2065.949951
2020-03-13,190.190002,,,2015-03-18,65.0,17749.310547,2053.399902
2020-03-16,192.759995,,,2015-03-19,64.24,17977.419922,2081.189941
2020-03-17,192.119995,,,2015-03-20,65.66,17849.080078,2074.280029
2020-03-18,194.46000700000002,,,2015-03-23,65.99,18076.189453,2099.5
2020-03-19,193.520004,,,2015-03-24,65.85,17959.029297,2089.27002
2020-03-20,194.320007,,,2015-03-25,65.54,18127.650391,2108.100098
2020-03-23,193.979996,,,2015-03-26,64.97,18116.039063,2104.419922
2020-03-24,192.809998,,,2015-03-27,65.14,18011.140625,2091.5
2020-03-25,190.009995,,,2015-03-30,65.18,17718.539063,2061.050049
2020-03-26,189.559998,,,2015-03-31,64.17,17678.230469,2056.149902
2020-03-27,190.03999299999998,,,2015-04-01,64.63,17712.660156,2061.02002
2020-03-30,192.380005,,,2015-04-02,65.19,17976.310547,2086.23999
2020-03-31,190.71000700000002,,,2015-04-06,65.85,17776.119141,2067.889893
2020-04-01,189.979996,,,2015-04-07,65.76,17698.179688,2059.689941
2020-04-02,190.649994,,,2015-04-08,66.04,17763.240234,2066.959961
2020-04-06,191.91000400000001,,,2015-04-09,66.13,17880.849609,2080.6201170000004
2020-04-07,191.520004,,,2015-04-10,66.26,17875.419922,2076.330078
2020-04-08,192.100006,,,2015-04-13,65.84,17902.509766,2081.899902
2020-04-09,192.96000700000002,,,2015-04-14,66.33,17958.730469,2091.179932
2020-04-10,193.96000700000002,,,2015-04-15,66.63,18057.650391,2102.060059
2020-04-13,193.08999599999999,,,2015-04-16,66.81,17977.039063,2092.429932
2020-04-14,193.399994,,,2015-04-17,65.97,18036.699219,2095.840088
2020-04-15,194.399994,,,2015-04-20,66.04,18112.609375,2106.6298829999996
2020-04-16,194.25,,,2015-04-21,66.63,18105.769531,2104.98999
2020-04-17,192.050003,,,2015-04-22,66.76,17826.300781,2081.179932
2020-04-20,193.830002,,,2015-04-23,67.01,18034.929688,2100.399902
2020-04-21,193.53999299999998,,,2015-04-24,67.4,17949.589844,2097.290039
2020-04-22,194.529999,,,2015-04-27,67.73,18038.269531,2107.959961
2020-04-23,195.009995,,,2015-04-28,67.81,18058.689453,2112.929932
2020-04-24,195.449997,,,2015-04-29,67.22,18080.140625,2117.689941
2020-04-27,194.639999,,,2015-04-30,66.51,18037.970703,2108.919922
2020-04-28,195.199997,,,2015-05-01,67.25,18110.140625,2114.76001
2020-04-29,194.479996,,,2015-05-04,67.18,18035.529297,2106.850098
2020-04-30,192.520004,,,2015-05-05,66.18,17840.519531,2085.51001
2020-05-01,194.619995,,,2015-05-06,66.35,18024.060547,2108.290039
2020-05-04,195.190002,,,2015-05-07,66.13,18070.400391,2114.48999
2020-05-05,192.899994,,,2015-05-08,67.66,17928.199219,2089.459961
2020-05-06,192.110001,,,2015-05-11,67.07,17841.980469,2080.149902
2020-05-07,192.880005,,,2015-05-12,67.03,17924.060547,2088.0
2020-05-08,195.479996,,,2015-05-13,67.53,18191.109375,2116.100098
2020-05-11,194.520004,,,2015-05-14,68.34,18105.169922,2105.330078
2020-05-12,193.970001,,,2015-05-15,68.42,18068.230469,2099.1201170000004
2020-05-13,193.940002,,,2015-05-18,68.19,18060.490234,2098.47998
2020-05-14,196.050003,,,2015-05-19,67.93,18252.240234,2121.100098
2020-05-15,196.220001,,,2015-05-20,68.06,18272.560547,2122.72998
2020-05-18,196.830002,,,2015-05-21,68.42,18298.880859,2129.199951
2020-05-19,196.740005,,,2015-05-22,67.98,18312.390625,2127.830078
2020-05-20,196.580002,,,2015-05-26,66.76,18285.400391,2125.850098
2020-05-21,197.070007,,,2015-05-27,67.41,18285.740234,2130.820068
2020-05-22,196.630005,,,2015-05-28,67.29,18232.019531,2126.060059
2020-05-26,194.610001,,,2015-05-29,66.64,18041.539063,2104.199951
2020-05-27,196.419998,,,2015-06-01,66.46,18162.990234,2123.47998
2020-05-28,196.199997,,,2015-06-02,66.77,18126.119141,2120.790039
2020-05-29,194.970001,,,2015-06-03,67.14,18010.679688,2107.389893
2020-06-01,195.389999,,,2015-06-04,66.42,18040.369141,2111.72998
2020-06-02,195.199997,,,2015-06-05,65.63,18011.939453,2109.600098
2020-06-03,195.649994,,,2015-06-08,65.54,18076.269531,2114.070068
2020-06-04,193.970001,,,2015-06-09,65.18,17905.580078,2095.840088
2020-06-05,193.690002,,,2015-06-10,66.55,17849.460938,2092.830078
2020-06-08,192.470001,,,2015-06-11,66.73,17766.550781,2079.280029
2020-06-09,192.550003,,,2015-06-12,66.2,17764.039063,2080.149902
2020-06-10,194.880005,,,2015-06-15,65.8,18000.400391,2105.199951
2020-06-11,195.279999,,,2015-06-16,65.78,18039.369141,2108.860107
2020-06-12,193.929993,,,2015-06-17,65.63,17898.839844,2094.110107
2020-06-15,193.029999,,,2015-06-18,66.22,17791.169922,2084.429932
2020-06-16,194.130005,,,2015-06-19,66.06,17904.480469,2096.290039
2020-06-17,194.520004,,,2015-06-22,67.31,17935.740234,2100.439941
2020-06-18,196.470001,,,2015-06-23,67.49,18115.839844,2121.23999
2020-06-19,194.570007,,,2015-06-24,66.9,18015.949219,2109.98999
2020-06-22,195.75,,,2015-06-25,65.77,18119.779297,2122.850098
2020-06-23,195.889999,,,2015-06-26,65.74,18144.070313,2124.199951
2020-06-24,194.46000700000002,,,2015-06-29,63.72,17966.070313,2108.580078
2020-06-25,193.889999,,,2015-06-30,63.49,17890.359375,2102.310059
2020-06-26,193.850006,,,2015-07-01,63.9,17946.679688,2101.48999
2020-06-29,189.83999599999999,,,2015-07-02,63.98,17596.349609,2057.639893
2020-06-30,190.360001,,,2015-07-06,62.69,17619.509766,2063.110107
2020-07-01,191.729996,,,2015-07-07,62.71,17757.910156,2077.419922
2020-07-02,191.669998,,,2015-07-08,61.25,17730.109375,2076.780029
2020-07-06,190.929993,,,2015-07-09,62.26,17683.580078,2068.76001
2020-07-07,192.08999599999999,,,2015-07-10,64.3,17776.910156,2081.340088
2020-07-08,188.949997,,,2015-07-13,64.54,17515.419922,2046.680054
2020-07-09,189.380005,,,2015-07-14,65.08,17548.619141,2051.310059
2020-07-10,191.71000700000002,,,2015-07-15,64.84,17760.410156,2076.6201170000004
2020-07-13,193.850006,,,2015-07-16,65.4,17977.679688,2099.600098
2020-07-14,194.71000700000002,,,2015-07-17,65.31,18053.580078,2108.949951
2020-07-15,194.570007,,,2015-07-20,65.46,18050.169922,2107.399902
2020-07-16,196.130005,,,2015-07-21,65.27,18120.25,2124.290039
2020-07-17,196.350006,,,2015-07-22,64.77,18086.449219,2126.639893
2020-07-20,196.5,,,2015-07-23,64.6,18100.410156,2128.280029
2020-07-21,195.669998,,,2015-07-24,63.89,17919.289063,2119.209961
2020-07-22,195.220001,,,2015-07-27,63.42,17851.039063,2114.149902
2020-07-23,194.130005,,,2015-07-28,64.22,17731.919922,2102.149902
2020-07-24,192.050003,,,2015-07-29,64.45,17568.529297,2079.649902
2020-07-27,190.940002,,,2015-07-30,64.4,17440.589844,2067.639893
2020-07-28,193.300003,,,2015-07-31,64.78,17630.269531,2093.25
2020-07-29,194.740005,,,2015-08-03,64.61,17751.390625,2108.570068
2020-07-30,194.759995,,,2015-08-04,64.66,17745.980469,2108.6298829999996
2020-07-31,194.320007,,,2015-08-05,65.0,17689.859375,2103.840088
2020-08-03,193.779999,,,2015-08-06,64.73,17598.199219,2098.040039
2020-08-04,193.350006,,,2015-08-07,64.61,17550.689453,2093.320068
2020-08-05,194.029999,,,2015-08-10,65.4,17540.470703,2099.840088
2020-08-06,192.580002,,,2015-08-11,64.4,17419.75,2083.560059
2020-08-07,192.029999,,,2015-08-12,63.94,17373.380859,2077.570068
2020-08-10,194.490005,,,2015-08-13,63.9,17615.169922,2104.179932
2020-08-11,192.669998,,,2015-08-14,64.0,17402.839844,2084.070068
2020-08-12,192.899994,,,2015-08-17,63.88,17402.509766,2086.050049
2020-08-13,192.679993,,,2015-08-18,63.4,17408.25,2083.389893
2020-08-14,193.429993,,,2015-08-19,62.84,17477.400391,2091.540039
2020-08-17,194.470001,,,2015-08-20,61.32,17545.179688,2102.439941
2020-08-18,194.0,,,2015-08-21,59.86,17511.339844,2096.919922
2020-08-19,192.41000400000001,,,2015-08-24,57.85,17348.730469,2079.610107
2020-08-20,188.350006,,,2015-08-25,58.4,16990.689453,2035.72998
2020-08-21,182.380005,,,2015-08-26,59.8,16459.75,1970.890015
2020-08-24,175.190002,,,2015-08-27,60.51,15871.349609,1893.209961
2020-08-25,172.830002,,,2015-08-28,60.42,15666.44043,1867.609985
2020-08-26,179.58999599999999,,,2015-08-31,59.97,16285.509766,1940.5100100000002
2020-08-27,183.970001,,,2015-09-01,57.93,16654.769531,1987.660034
2020-08-28,184.110001,,,2015-09-02,58.82,16643.009766,1988.869995
2020-08-31,182.580002,,,2015-09-03,58.94,16528.029297,1972.180054
2020-09-01,177.190002,,,2015-09-04,57.58,16058.349609,1913.8499760000002
2020-09-02,180.46000700000002,,,2015-09-08,59.3,16351.379883000001,1948.859985
2020-09-03,180.679993,,,2015-09-09,59.06,16374.759766,1951.130005
2020-09-04,177.919998,,,2015-09-10,59.45,16102.379883000001,1921.219971
2020-09-08,182.399994,,,2015-09-11,59.44,16492.679688,1969.410034
2020-09-09,179.880005,,,2015-09-14,58.99,16253.570313,1942.040039
2020-09-10,180.850006,,,2015-09-15,59.39,16330.400391,1952.290039
2020-09-11,181.71000700000002,,,2015-09-16,60.3,16433.089844,1961.050049
2020-09-14,180.979996,,,2015-09-17,60.33,16370.959961000002,1953.030029
2020-09-15,183.300003,,,2015-09-18,58.82,16599.849609,1978.089966
2020-09-16,184.899994,,,2015-09-21,58.79,16739.949219,1995.310059
2020-09-17,184.46000700000002,,,2015-09-22,57.39,16674.740234,1990.199951
2020-09-18,180.570007,,,2015-09-23,57.12,16384.580078,1958.030029
2020-09-21,181.389999,,,2015-09-24,56.95,16510.189453,1966.969971
2020-09-22,179.16000400000001,,,2015-09-25,57.43,16330.469727000002,1942.7399899999998
2020-09-23,178.800003,,,2015-09-28,56.33,16279.889647999998,1938.7600100000002
2020-09-24,178.199997,,,2015-09-29,56.25,16201.320313,1932.2399899999998
2020-09-25,178.110001,,,2015-09-30,57.32,16314.669922,1931.339966
2020-09-28,173.58999599999999,,,2015-10-01,57.5,16001.889647999998,1881.77002
2020-09-29,173.820007,,,2015-10-02,58.48,16049.129883000001,1884.089966
2020-09-30,177.139999,,,2015-10-05,59.64,16284.700195,1920.030029
2020-10-01,177.5,,,2015-10-06,59.71,16272.009766,1923.819946
2020-10-02,180.059998,,,2015-10-07,60.46,16472.369141,1951.359985
2020-10-05,183.360001,,,2015-10-08,60.94,16776.429688,1987.050049
2020-10-06,182.699997,,,2015-10-09,61.05,16790.189453,1979.9200440000002
2020-10-07,184.240005,,,2015-10-12,60.93,16912.289063,1995.8299559999998
2020-10-08,185.860001,,,2015-10-13,60.16,17050.75,2013.430054
2020-10-09,186.0,,,2015-10-14,60.28,17084.490234,2014.890015
2020-10-12,186.240005,,,2015-10-15,61.32,17131.859375,2017.459961
2020-10-13,184.979996,,,2015-10-16,61.26,17081.890625,2003.689941
2020-10-14,184.119995,,,2015-10-19,61.05,16924.75,1994.2399899999998
2020-10-15,186.869995,,,2015-10-20,60.8,17141.75,2023.859985
2020-10-16,187.720001,,,2015-10-21,60.77,17215.970703,2033.109985
2020-10-19,187.770004,,,2015-10-22,61.45,17230.539063,2033.660034
2020-10-20,187.5,,,2015-10-23,62.06,17217.109375,2030.77002
2020-10-21,186.429993,,,2015-10-26,61.83,17168.609375,2018.939941
2020-10-22,189.53999299999998,,,2015-10-27,61.29,17489.160156,2052.51001
2020-10-23,191.639999,,,2015-10-28,61.71,17646.699219,2075.149902
2020-10-26,191.259995,,,2015-10-29,61.24,17623.050781,2071.179932
2020-10-27,190.779999,,,2015-10-30,61.11,17581.429688,2065.889893
2020-10-28,193.050003,,,2015-11-02,61.69,17779.519531,2090.350098
2020-10-29,192.990005,,,2015-11-03,61.67,17755.800781,2089.409912
2020-10-30,192.059998,,,2015-11-04,61.33,17663.539063,2079.360107
2020-11-02,194.330002,,,2015-11-05,61.22,17828.759766,2104.050049
2020-11-03,194.869995,,,2015-11-06,60.94,17918.150391,2109.790039
2020-11-04,194.240005,,,2015-11-09,60.31,17867.580078,2102.310059
2020-11-05,194.059998,,,2015-11-10,60.27,17863.429688,2099.929932
2020-11-06,194.009995,,,2015-11-11,60.58,17910.330078,2099.199951
2020-11-09,192.149994,,,2015-11-12,59.79,17730.480469,2078.580078
2020-11-10,192.490005,,,2015-11-13,59.29,17758.210938,2081.719971
2020-11-11,191.860001,,,2015-11-16,60.04,17702.220703,2075.0
2020-11-12,189.21000700000002,,,2015-11-17,60.2,17448.070313,2045.969971
2020-11-13,187.08999599999999,,,2015-11-18,60.75,17245.240234,2023.040039
2020-11-16,189.91000400000001,,,2015-11-19,61.06,17483.009766,2053.189941
2020-11-17,189.699997,,,2015-11-20,60.92,17489.5,2050.439941
2020-11-18,192.78999299999998,,,2015-11-23,60.54,17737.160156,2083.580078
2020-11-19,192.58999599999999,,,2015-11-24,60.55,17732.75,2081.23999
2020-11-20,193.350006,,,2015-11-25,60.69,17823.810547,2089.169922
2020-11-23,193.110001,,,2015-11-27,60.7,17792.679688,2086.590088
2020-11-24,193.350006,,,2015-11-30,60.65,17812.189453,2089.139893
2020-11-25,193.350006,,,2015-12-01,61.29,17813.390625,2088.8701170000004
2020-11-27,193.5,,,2015-12-02,60.64,17813.390625,2090.110107
2020-11-30,192.610001,,,2015-12-03,60.35,17719.919922,2080.409912
2020-12-01,194.679993,,,2015-12-04,60.84,17888.349609,2102.6298829999996
2020-12-02,192.58999599999999,,,2015-12-07,60.45,17729.679688,2079.51001
2020-12-03,189.830002,,,2015-12-08,59.56,17477.669922,2049.6201170000004
2020-12-04,193.720001,,,2015-12-09,59.29,17847.630859,2091.689941
2020-12-07,192.380005,,,2015-12-10,59.3,17730.509766,2077.070068
2020-12-08,191.139999,,,2015-12-11,58.17,17568.0,2063.590088
2020-12-09,189.669998,,,2015-12-14,58.26,17492.300781,2047.619995
2020-12-10,190.119995,,,2015-12-15,58.55,17574.75,2052.22998
2020-12-11,186.46000700000002,,,2015-12-16,59.73,17265.210938,2012.369995
2020-12-14,187.360001,,,2015-12-17,58.97,17368.5,2021.939941
2020-12-15,189.350006,,,2015-12-18,58.35,17524.910156,2043.410034
2020-12-16,192.110001,,,2015-12-21,58.11,17749.089844,2073.070068
2020-12-17,189.25,,,2015-12-22,58.55,17495.839844,2041.890015
2020-12-18,184.83999599999999,,,2015-12-23,59.53,17128.550781,2005.550049
2020-12-21,186.300003,,,2015-12-24,59.43,17251.619141,2021.1500239999998
2020-12-22,187.96000700000002,,,2015-12-28,59.29,17417.269531,2038.969971
2020-12-23,190.309998,,,2015-12-29,59.88,17602.609375,2064.290039
2020-12-24,190.0,,,2015-12-30,59.52,17552.169922,2060.98999
2020-12-28,189.58999599999999,,,2015-12-31,58.72,17528.269531,2056.5
2020-12-29,191.639999,,,2016-01-04,57.82,17720.980469,2078.360107
2020-12-30,190.270004,,,2016-01-05,57.73,17603.869141,2063.360107
2020-12-31,188.479996,,,2016-01-06,56.78,17425.029297,2043.939941
2021-01-04,185.639999,,,2016-01-07,55.6,17148.939453,2012.660034
2021-01-05,186.009995,,,2016-01-08,54.93,17158.660156,2016.709961
