Date,Calibre Index Fund,"""Nasdaq Composite, x""","""Nasdaq Composite, y""","""MSCI EAFE Index Fund (ETF), x""",MSCI EAFE Index Fund (ETF),"""Dow Jones Industrial Average, y""","""S&amp;P 500 Index, y"""
2022-01-11,210.07000699999998,,,2017-01-17,59.37,19954.279297,2275.320068
2022-01-12,209.619995,,,2017-01-18,59.2,19891.0,2270.439941
2022-01-13,210.00999500000003,,,2017-01-19,59.05,19885.730469,2274.639893
2022-01-17,209.380005,,,2017-01-20,59.39,19826.769531,2267.889893
2022-01-18,209.789993,,,2017-01-23,59.54,19804.720703,2271.889893
2022-01-19,209.029999,,,2017-01-24,59.69,19732.400391,2263.689941
2022-01-20,209.74000499999997,,,2017-01-25,60.31,19827.25,2271.310059
2022-01-23,209.179993,,,2017-01-26,60.07,19799.849609,2265.199951
2022-01-24,210.55000299999998,,,2017-01-27,59.97,19912.710938,2280.070068
2022-01-25,212.24000499999997,,,2017-01-30,59.54,20068.509766,2298.3701170000004
2022-01-26,212.08999599999999,,,2017-01-31,59.63,20100.910156,2296.679932
2022-01-27,211.919998,,,2017-02-01,59.87,20093.779297,2294.689941
2022-01-30,210.649994,,,2017-02-02,59.9,19971.130859,2280.899902
2022-01-31,210.460007,,,2017-02-03,60.14,19864.089844,2278.8701170000004
2022-02-01,210.57000699999998,,,2017-02-06,59.71,19890.939453,2279.550049
2022-02-02,210.710007,,,2017-02-07,59.65,19884.910156,2280.850098
2022-02-03,212.25,,,2017-02-08,59.75,20071.460938,2297.419922
2022-02-06,211.80000299999998,,,2017-02-09,60.0,20052.419922,2292.560059
2022-02-07,211.86000099999998,,,2017-02-10,60.14,20090.289063,2293.080078
2022-02-08,212.07000699999998,,,2017-02-13,60.38,20054.339844,2294.669922
2022-02-09,213.330002,,,2017-02-14,60.29,20172.400391,2307.8701170000004
2022-02-10,214.11000099999998,,,2017-02-15,60.52,20269.369141,2316.100098
2022-02-13,215.27999900000003,,,2017-02-16,60.66,20412.160156,2328.25
2022-02-14,216.210007,,,2017-02-17,60.5,20504.410156,2337.580078
2022-02-15,217.32000699999998,,,2017-02-21,60.7,20611.859375,2349.25
2022-02-16,217.149994,,,2017-02-22,60.7,20619.769531,2347.219971
2022-02-17,217.520004,,,2017-02-23,60.83,20624.050781,2351.159912
2022-02-21,218.830002,,,2017-02-24,60.39,20743.0,2365.3798829999996
2022-02-22,218.61000099999998,,,2017-02-27,60.43,20775.599609,2362.820068
2022-02-23,218.729996,,,2017-02-28,60.34,20810.320313,2363.810059
2022-02-24,219.100006,,,2017-03-01,60.97,20821.759766,2367.340088
2022-02-27,219.36000099999998,,,2017-03-02,60.57,20837.439453,2369.75
2022-02-28,218.80000299999998,,,2017-03-03,60.93,20812.240234,2363.639893
2022-03-01,221.830002,,,2017-03-06,60.74,21115.550781,2395.959961
2022-03-02,220.55000299999998,,,2017-03-07,60.53,21002.970703,2381.919922
2022-03-03,220.66000400000001,,,2017-03-08,60.31,21005.710938,2383.1201170000004
2022-03-06,219.940002,,,2017-03-09,60.54,20954.339844,2375.310059
2022-03-07,219.32000699999998,,,2017-03-10,61.05,20924.759766,2368.389893
2022-03-08,218.88000499999998,,,2017-03-13,61.37,20855.730469,2362.97998
2022-03-09,219.05000299999998,,,2017-03-14,60.9,20858.189453,2364.8701170000004
2022-03-10,219.770004,,,2017-03-15,61.77,20902.980469,2372.600098
2022-03-13,219.919998,,,2017-03-16,62.07,20881.480469,2373.469971
2022-03-14,219.17999300000002,,,2017-03-17,62.23,20837.369141,2365.449951
2022-03-15,221.02999900000003,,,2017-03-20,62.1,20950.099609,2385.26001
2022-03-16,220.669998,,,2017-03-21,61.82,20934.550781,2381.3798829999996
2022-03-17,220.38000499999998,,,2017-03-22,61.83,20914.619141,2378.25
2022-03-20,219.94999700000002,,,2017-03-23,61.97,20905.859375,2373.469971
2022-03-21,216.270004,,,2017-03-24,62.14,20668.009766,2344.02002
2022-03-22,216.690002,,,2017-03-27,62.3,20661.300781,2348.449951
2022-03-23,216.460007,,,2017-03-28,62.6,20656.580078,2345.959961
2022-03-24,216.27999900000003,,,2017-03-29,62.6,20596.720703,2343.97998
2022-03-27,216.059998,,,2017-03-30,62.38,20550.980469,2341.590088
2022-03-28,217.61999500000002,,,2017-03-31,62.29,20701.5,2358.570068
2022-03-29,217.899994,,,2017-04-03,62.2,20659.320313,2361.1298829999996
2022-03-30,218.55000299999998,,,2017-04-04,62.18,20728.490234,2368.060059
2022-03-31,218.05000299999998,,,2017-04-05,61.85,20663.220703,2362.719971
2022-04-03,217.69999700000002,,,2017-04-06,61.86,20650.210938,2358.840088
2022-04-04,217.86000099999998,,,2017-04-07,61.82,20689.240234,2360.159912
2022-04-05,217.22000099999997,,,2017-04-10,61.75,20648.150391,2352.949951
2022-04-06,217.69999700000002,,,2017-04-11,62.04,20662.949219,2357.48999
2022-04-07,217.520004,,,2017-04-12,61.99,20656.099609,2355.540039
2022-04-10,217.67999300000002,,,2017-04-13,61.59,20658.019531,2357.159912
2022-04-11,217.38999900000002,,,2017-04-17,61.97,20651.300781,2353.780029
2022-04-12,216.580002,,,2017-04-18,61.69,20591.859375,2344.929932
2022-04-13,215.11000099999998,,,2017-04-19,61.44,20453.25,2328.949951
2022-04-17,216.94999700000002,,,2017-04-20,61.93,20636.919922,2349.01001
2022-04-18,216.330002,,,2017-04-21,61.97,20523.279297,2342.189941
2022-04-19,215.99000499999997,,,2017-04-24,63.54,20404.490234,2338.169922
2022-04-20,217.61999500000002,,,2017-04-25,63.99,20578.710938,2355.840088
2022-04-21,216.960007,,,2017-04-26,63.81,20547.759766,2348.689941
2022-04-24,219.32000699999998,,,2017-04-27,63.87,20763.890625,2374.149902
2022-04-25,220.649994,,,2017-04-28,63.8,20996.119141,2388.610107
2022-04-26,220.55000299999998,,,2017-05-01,64.06,20975.089844,2387.449951
2022-04-27,220.690002,,,2017-05-02,64.39,20981.330078,2388.77002
2022-04-28,220.270004,,,2017-05-03,64.26,20940.509766,2384.199951
2022-05-01,220.649994,,,2017-05-04,64.87,20913.460938,2388.330078
2022-05-02,220.91000400000001,,,2017-05-05,65.59,20949.890625,2391.169922
2022-05-03,220.669998,,,2017-05-08,65.1,20957.900391,2388.1298829999996
2022-05-04,220.809998,,,2017-05-09,64.94,20951.470703,2389.52002
2022-05-05,221.72000099999997,,,2017-05-10,65.04,21006.939453,2399.290039
2022-05-08,221.74000499999997,,,2017-05-11,64.88,21012.279297,2399.3798829999996
2022-05-09,221.52999900000003,,,2017-05-12,65.24,20975.779297,2396.919922
2022-05-10,221.86000099999998,,,2017-05-15,65.57,20943.109375,2399.6298829999996
2022-05-11,221.44999700000002,,,2017-05-16,65.99,20919.419922,2394.439941
2022-05-12,221.13000499999998,,,2017-05-17,65.24,20896.609375,2390.899902
2022-05-15,222.210007,,,2017-05-18,65.35,20981.939453,2402.320068
2022-05-16,222.100006,,,2017-05-19,66.11,20979.75,2400.669922
2022-05-17,218.13000499999998,,,2017-05-22,66.19,20606.929688,2357.030029
2022-05-18,218.92999300000002,,,2017-05-23,66.2,20663.019531,2365.719971
2022-05-19,220.419998,,,2017-05-24,66.24,20804.839844,2381.72998
2022-05-22,221.559998,,,2017-05-25,66.24,20894.830078,2394.02002
2022-05-23,221.97000099999997,,,2017-05-26,66.05,20937.910156,2398.419922
2022-05-24,222.52999900000003,,,2017-05-30,65.98,21012.419922,2404.389893
2022-05-25,223.55000299999998,,,2017-05-31,66.06,21082.949219,2415.070068
2022-05-26,223.649994,,,2017-06-01,66.49,21080.279297,2415.820068
2022-05-30,223.41000400000001,,,2017-06-02,67.22,21029.470703,2412.909912
2022-05-31,223.33999599999999,,,2017-06-05,66.85,21008.650391,2411.800049
2022-06-01,225.059998,,,2017-06-06,66.66,21144.179688,2430.060059
2022-06-02,225.88999900000002,,,2017-06-07,66.68,21206.289063,2439.070068
2022-06-05,225.61999500000002,,,2017-06-08,66.56,21184.039063,2436.100098
2022-06-06,225.0,,,2017-06-09,66.31,21136.230469,2429.330078
2022-06-07,225.38999900000002,,,2017-06-12,66.06,21173.689453,2433.139893
2022-06-08,225.44999700000002,,,2017-06-13,66.57,21182.529297,2433.790039
2022-06-09,225.270004,,,2017-06-14,66.52,21271.970703,2431.77002
2022-06-12,225.059998,,,2017-06-15,65.83,21235.669922,2429.389893
2022-06-13,226.13999900000002,,,2017-06-16,66.39,21328.470703,2440.350098
2022-06-14,225.92999300000002,,,2017-06-19,66.66,21374.560547,2437.919922
2022-06-15,225.460007,,,2017-06-20,65.07,21359.900391,2432.459961
2022-06-16,225.52999900000003,,,2017-06-21,64.99,21384.279297,2433.149902
2022-06-19,227.41000400000001,,,2017-06-22,64.98,21528.990234,2453.459961
2022-06-20,225.88999900000002,,,2017-06-23,65.14,21467.140625,2437.030029
2022-06-21,225.770004,,,2017-06-26,65.25,21410.029297,2435.610107
2022-06-22,224.710007,,,2017-06-27,65.24,21397.289063,2434.5
2022-06-23,225.059998,,,2017-06-28,65.81,21394.759766,2438.300049
2022-06-26,225.13000499999998,,,2017-06-29,65.16,21409.550781,2439.070068
2022-06-27,223.32000699999998,,,2017-06-30,65.2,21310.660156,2419.3798829999996
2022-06-28,225.330002,,,2017-07-03,65.12,21454.609375,2440.689941
2022-06-29,223.38999900000002,,,2017-07-05,65.12,21287.029297,2419.699951
2022-06-30,223.75,,,2017-07-06,64.83,21349.630859,2423.409912
2022-07-03,224.27999900000003,,,2017-07-07,64.84,21479.269531,2429.01001
2022-07-05,224.649994,,,2017-07-10,65.0,21478.169922,2432.540039
2022-07-06,222.63000499999998,,,2017-07-11,65.15,21320.039063,2409.75
2022-07-07,224.05000299999998,,,2017-07-12,65.67,21414.339844,2425.179932
2022-07-10,224.25999500000003,,,2017-07-13,65.86,21408.519531,2427.429932
2022-07-11,224.08999599999999,,,2017-07-14,66.32,21409.070313,2425.530029
2022-07-12,225.74000499999997,,,2017-07-17,66.19,21532.140625,2443.25
2022-07-13,226.169998,,,2017-07-18,66.25,21553.089844,2447.830078
2022-07-14,227.229996,,,2017-07-19,66.54,21637.740234,2459.27002
2022-07-17,227.22000099999997,,,2017-07-20,66.81,21629.720703,2459.139893
2022-07-18,227.36000099999998,,,2017-07-21,66.55,21574.730469,2460.610107
2022-07-19,228.600006,,,2017-07-24,66.37,21640.75,2473.830078
2022-07-20,228.580002,,,2017-07-25,66.46,21611.779297,2473.449951
2022-07-21,228.5,,,2017-07-26,66.87,21580.070313,2472.540039
2022-07-24,228.25999500000003,,,2017-07-27,66.72,21513.169922,2469.909912
2022-07-25,228.919998,,,2017-07-28,66.79,21613.429688,2477.1298829999996
2022-07-26,228.99000499999997,,,2017-07-31,66.93,21711.009766,2477.830078
2022-07-27,228.789993,,,2017-08-01,67.3,21796.550781,2475.419922
2022-07-28,228.49000499999997,,,2017-08-02,67.33,21830.310547,2472.100098
2022-07-31,228.32000699999998,,,2017-08-03,67.37,21891.119141,2470.300049
2022-08-01,228.88000499999998,,,2017-08-04,67.46,21963.919922,2476.350098
2022-08-02,229.02999900000003,,,2017-08-07,67.49,22016.240234,2477.570068
2022-08-03,228.580002,,,2017-08-08,67.13,22026.099609,2472.159912
2022-08-04,229.00999500000003,,,2017-08-09,67.02,22092.810547,2476.830078
2022-08-07,229.38999900000002,,,2017-08-10,66.07,22118.419922,2480.909912
2022-08-08,228.86999500000002,,,2017-08-11,65.95,22085.339844,2474.919922
2022-08-09,228.809998,,,2017-08-14,66.43,22048.699219,2474.02002
2022-08-10,225.580002,,,2017-08-15,66.38,21844.009766,2438.209961
2022-08-11,225.88000499999998,,,2017-08-16,66.76,21858.320313,2441.320068
2022-08-14,228.16000400000001,,,2017-08-17,66.01,21993.710938,2465.840088
2022-08-15,228.100006,,,2017-08-18,66.19,21998.990234,2464.610107
2022-08-16,228.479996,,,2017-08-21,66.17,22024.869141,2468.110107
2022-08-17,224.97000099999997,,,2017-08-22,66.49,21750.730469,2430.01001
2022-08-18,224.559998,,,2017-08-23,66.5,21674.509766,2425.550049
2022-08-21,224.82000699999998,,,2017-08-24,66.35,21703.75,2428.3701170000004
2022-08-22,227.07000699999998,,,2017-08-25,66.75,21899.890625,2452.51001
2022-08-23,226.30000299999998,,,2017-08-28,66.75,21812.089844,2444.040039
2022-08-24,225.83999599999999,,,2017-08-29,66.48,21783.400391,2438.969971
2022-08-25,226.24000499999997,,,2017-08-30,66.39,21813.669922,2443.050049
2022-08-28,226.350006,,,2017-08-31,66.9,21808.400391,2444.23999
2022-08-29,226.580002,,,2017-09-01,66.99,21865.369141,2446.300049
2022-08-30,227.67999300000002,,,2017-09-05,66.54,21892.429688,2457.590088
2022-08-31,228.99000499999997,,,2017-09-06,66.95,21948.099609,2471.649902
2022-09-01,229.47000099999997,,,2017-09-07,67.5,21987.560547,2476.550049
2022-09-05,227.74000499999997,,,2017-09-08,67.51,21753.310547,2457.850098
2022-09-06,228.460007,,,2017-09-11,68.04,21807.640625,2465.540039
2022-09-07,228.460007,,,2017-09-12,68.25,21784.779297,2465.100098
2022-09-08,228.13999900000002,,,2017-09-13,67.88,21797.789063,2461.429932
2022-09-11,230.600006,,,2017-09-14,68.0,22057.369141,2488.110107
2022-09-12,231.38999900000002,,,2017-09-15,68.06,22118.859375,2496.47998
2022-09-13,231.57000699999998,,,2017-09-18,68.15,22158.179688,2498.3701170000004
2022-09-14,231.38999900000002,,,2017-09-19,68.47,22203.480469,2495.6201170000004
2022-09-15,231.83999599999999,,,2017-09-20,68.32,22268.339844,2500.22998
2022-09-18,232.190002,,,2017-09-21,68.18,22331.349609,2503.8701170000004
2022-09-19,231.32000699999998,,,2017-09-22,68.39,22370.800781,2506.649902
2022-09-20,231.460007,,,2017-09-25,68.0,22412.589844,2508.23999
2022-09-21,230.770004,,,2017-09-26,67.85,22359.230469,2500.600098
2022-09-22,230.919998,,,2017-09-27,67.9,22349.589844,2502.219971
2022-09-25,230.399994,,,2017-09-28,68.08,22296.089844,2496.659912
2022-09-26,230.440002,,,2017-09-29,68.48,22284.320313,2496.840088
2022-09-27,231.38000499999998,,,2017-10-02,68.42,22340.710938,2507.040039
2022-09-28,231.69999700000002,,,2017-10-03,68.65,22381.199219,2510.060059
2022-09-29,232.57000699999998,,,2017-10-04,68.52,22405.089844,2519.360107
2022-10-02,233.47000099999997,,,2017-10-05,68.48,22557.599609,2529.1201170000004
2022-10-03,233.979996,,,2017-10-06,68.43,22641.669922,2534.580078
2022-10-04,234.289993,,,2017-10-09,68.45,22661.640625,2537.73999
2022-10-05,235.649994,,,2017-10-10,69.1,22775.390625,2552.070068
2022-10-06,235.47000099999997,,,2017-10-11,69.09,22773.669922,2549.330078
2022-10-09,235.039993,,,2017-10-12,69.21,22761.070313,2544.72998
2022-10-10,235.58999599999999,,,2017-10-13,69.57,22830.679688,2550.639893
2022-10-11,236.020004,,,2017-10-16,69.52,22872.890625,2555.23999
2022-10-12,235.63999900000002,,,2017-10-17,69.34,22841.009766,2550.929932
2022-10-13,235.850006,,,2017-10-18,69.54,22871.720703,2553.169922
2022-10-16,236.270004,,,2017-10-19,69.43,22956.960938,2557.639893
2022-10-17,236.419998,,,2017-10-20,69.34,22997.439453,2559.360107
2022-10-18,236.61000099999998,,,2017-10-23,69.19,23157.599609,2561.26001
2022-10-19,236.69999700000002,,,2017-10-24,69.3,23163.039063,2562.100098
2022-10-20,237.92999300000002,,,2017-10-25,69.03,23328.630859,2575.209961
2022-10-23,236.99000499999997,,,2017-10-26,69.02,23273.960938,2564.97998
2022-10-24,237.38000499999998,,,2017-10-27,69.18,23441.759766,2569.1298829999996
2022-10-25,236.270004,,,2017-10-30,69.34,23329.460938,2557.149902
2022-10-26,236.57000699999998,,,2017-10-31,69.63,23400.859375,2560.399902
2022-10-27,238.479996,,,2017-11-01,69.7,23434.189453,2581.070068
2022-10-30,237.729996,,,2017-11-02,69.91,23348.740234,2572.830078
2022-10-31,237.960007,,,2017-11-03,69.8,23377.240234,2575.26001
2022-11-01,238.33999599999999,,,2017-11-06,69.9,23435.009766,2579.360107
2022-11-02,238.41000400000001,,,2017-11-07,69.64,23516.259766,2579.850098
2022-11-03,239.169998,,,2017-11-08,69.87,23539.189453,2587.840088
2022-11-06,239.5,,,2017-11-09,69.47,23548.419922,2591.1298829999996
2022-11-07,239.44999700000002,,,2017-11-10,69.28,23557.230469,2590.639893
2022-11-08,239.80000299999998,,,2017-11-13,68.99,23563.359375,2594.3798829999996
2022-11-09,238.960007,,,2017-11-14,68.94,23461.939453,2584.6201170000004
2022-11-10,238.830002,,,2017-11-15,68.61,23422.210938,2582.300049
2022-11-13,239.059998,,,2017-11-16,69.16,23439.699219,2584.840088
2022-11-14,238.55000299999998,,,2017-11-17,68.91,23409.470703,2578.8701170000004
2022-11-15,237.27999900000003,,,2017-11-20,69.06,23271.279297,2564.6201170000004
2022-11-16,239.30000299999998,,,2017-11-21,69.58,23458.359375,2585.639893
2022-11-17,238.67999300000002,,,2017-11-22,69.77,23358.240234,2578.850098
2022-11-20,238.99000499999997,,,2017-11-24,70.34,23430.330078,2582.139893
2022-11-21,240.559998,,,2017-11-27,69.92,23590.830078,2599.030029
2022-11-22,240.399994,,,2017-11-28,70.32,23526.179688,2597.080078
2022-11-24,240.91000400000001,,,2017-11-29,70.04,23557.990234,2602.419922
2022-11-27,240.83999599999999,,,2017-11-30,70.11,23580.779297,2601.419922
2022-11-28,243.22000099999997,,,2017-12-01,69.83,23836.710938,2627.040039
2022-11-29,243.16000400000001,,,2017-12-04,69.58,23940.679688,2626.070068
2022-11-30,245.24000499999997,,,2017-12-05,69.43,24272.349609,2647.580078
2022-12-01,244.75,,,2017-12-06,69.29,24231.589844,2642.219971
2022-12-04,244.5,,,2017-12-07,69.47,24290.050781,2639.439941
2022-12-05,243.58999599999999,,,2017-12-08,69.84,24180.640625,2629.570068
2022-12-06,243.57000699999998,,,2017-12-11,70.02,24140.910156,2629.27002
2022-12-07,244.330002,,,2017-12-12,70.11,24211.480469,2636.97998
2022-12-08,245.69999700000002,,,2017-12-13,70.38,24329.160156,2651.5
2022-12-11,246.49000499999997,,,2017-12-14,69.99,24386.029297,2659.98999
2022-12-12,246.86999500000002,,,2017-12-15,69.97,24504.800781,2664.110107
2022-12-13,246.75999500000003,,,2017-12-18,70.8,24585.429688,2662.850098
2022-12-14,245.80000299999998,,,2017-12-19,69.8,24508.660156,2652.01001
2022-12-15,248.020004,,,2017-12-20,69.68,24651.740234,2675.810059
2022-12-18,249.36000099999998,,,2017-12-21,69.93,24792.199219,2690.159912
2022-12-19,248.55000299999998,,,2017-12-22,70.11,24754.75,2681.469971
2022-12-20,248.38000499999998,,,2017-12-26,70.09,24726.650391,2679.25
2022-12-21,248.86999500000002,,,2017-12-27,70.22,24782.289063,2684.570068
2022-12-22,247.63000499999998,,,2017-12-28,70.26,24754.060547,2683.340088
2022-12-26,247.38000499999998,,,2017-12-29,70.31,24746.210938,2680.5
2022-12-27,247.58999599999999,,,2018-01-02,70.83,24774.300781,2682.6201170000004
2022-12-28,248.08999599999999,,,2018-01-03,71.17,24837.509766,2687.540039
2022-12-29,246.82000699999998,,,2018-01-04,71.95,24719.220703,2673.610107